packet,altitude,pressure,temperature,vertical_speed,battery,voltage,roll,pitch,yaw,lat,lon,sats,fix
10,0.00,1013.25,14.90,8.72,4.20,4.11,-5.00,-7.50,310.40,28.622085,77.092365,11,FIX 3D
10,0.00,1013.25,14.90,8.72,4.20,4.11,-5.00,-7.50,310.40,28.622085,77.092365,11,FIX 3D
11,0.00,1013.25,15.00,9.78,4.19,4.11,-2.60,-7.00,325.60,28.622073,77.092396,8,FIX 3D
11,0.00,1013.25,15.00,9.78,4.19,4.11,-2.60,-7.00,325.60,28.622073,77.092396,8,FIX 3D
12,0.00,1013.25,15.10,10.03,4.19,4.10,3.80,-7.90,340.80,28.622015,77.092299,11,FIX 3D
12,0.00,1013.25,15.10,10.03,4.19,4.10,3.80,-7.90,340.80,28.622015,77.092299,11,FIX 3D
13,0.00,1013.25,14.90,9.36,4.18,4.10,3.80,-6.90,356.00,28.622070,77.092267,12,FIX 3D
13,0.00,1013.25,14.90,9.36,4.18,4.10,3.80,-6.90,356.00,28.622070,77.092267,12,FIX 3D
14,0.00,1013.25,15.20,10.00,4.18,4.10,8.20,-6.70,11.20,28.621986,77.092206,11,FIX 3D
14,0.00,1013.25,15.20,10.00,4.18,4.10,8.20,-6.70,11.20,28.621986,77.092206,11,FIX 3D
15,0.00,1013.25,14.80,8.80,4.17,4.09,10.00,-4.30,26.40,28.622077,77.092126,8,FIX 3D
15,0.00,1013.25,14.80,8.80,4.17,4.09,10.00,-4.30,26.40,28.622077,77.092126,8,FIX 3D
16,0.00,1013.25,15.20,10.06,4.17,4.09,10.70,-1.90,41.60,28.622067,77.092201,10,FIX 3D
16,0.00,1013.25,15.20,10.06,4.17,4.09,10.70,-1.90,41.60,28.622067,77.092201,10,FIX 3D
17,0.00,1013.25,14.90,9.48,4.17,4.08,8.30,0.20,56.80,28.622048,77.092139,12,FIX 3D
17,0.00,1013.25,14.90,9.48,4.17,4.08,8.30,0.20,56.80,28.622048,77.092139,12,FIX 3D
18,0.00,1013.25,14.80,10.21,4.16,4.08,4.60,3.80,72.10,28.622084,77.092125,9,FIX 3D
18,0.00,1013.25,14.80,10.21,4.16,4.08,4.60,3.80,72.10,28.622084,77.092125,9,FIX 3D
19,0.00,1013.25,14.80,9.42,4.16,4.07,1.40,5.60,87.30,28.622178,77.092162,12,FIX 3D
19,0.00,1013.25,14.80,9.42,4.16,4.07,1.40,5.60,87.30,28.622178,77.092162,12,FIX 3D
20,0.00,1013.25,15.10,8.77,4.15,4.07,-2.50,7.60,102.40,28.622092,77.092118,12,FIX 3D
20,0.00,1013.25,15.10,8.77,4.15,4.07,-2.50,7.60,102.40,28.622092,77.092118,12,FIX 3D
21,0.00,1013.25,15.30,8.72,4.15,4.07,-5.90,7.50,117.80,28.622132,77.092217,8,FIX 3D
21,0.00,1013.25,15.30,8.72,4.15,4.07,-5.90,7.50,117.80,28.622132,77.092217,8,FIX 3D
22,0.00,1013.25,14.70,9.54,4.15,4.06,-9.80,8.50,132.90,28.622172,77.092264,8,FIX 3D
22,0.00,1013.25,14.70,9.54,4.15,4.06,-9.80,8.50,132.90,28.622172,77.092264,8,FIX 3D
23,0.00,1013.25,15.10,10.05,4.14,4.06,-8.40,7.00,148.10,28.622157,77.092295,11,FIX 3D
23,0.00,1013.25,15.10,10.05,4.14,4.06,-8.40,7.00,148.10,28.622157,77.092295,11,FIX 3D
24,0.00,1013.25,15.00,9.29,4.14,4.06,-11.10,7.10,163.10,28.622228,77.092334,10,FIX 3D
24,0.00,1013.25,15.00,9.29,4.14,4.06,-11.10,7.10,163.10,28.622228,77.092334,10,FIX 3D
25,0.00,1013.25,14.70,9.78,4.14,4.06,-7.10,5.30,178.30,28.622254,77.092379,10,FIX 3D
25,0.00,1013.25,14.70,9.78,4.14,4.06,-7.10,5.30,178.30,28.622254,77.092379,10,FIX 3D
26,0.00,1013.25,15.20,9.55,4.14,4.06,-5.20,3.40,193.50,28.622290,77.092465,10,FIX 3D
26,0.00,1013.25,15.20,9.55,4.14,4.06,-5.20,3.40,193.50,28.622290,77.092465,10,FIX 3D
27,0.00,1013.25,15.30,10.06,4.14,4.06,-1.70,0.10,208.70,28.622229,77.092564,9,FIX 3D
27,0.00,1013.25,15.30,10.06,4.14,4.06,-1.70,0.10,208.70,28.622229,77.092564,9,FIX 3D
28,0.00,1013.25,14.90,9.38,4.14,4.06,4.90,-1.60,223.90,28.622189,77.092631,9,FIX 3D
28,0.00,1013.25,14.90,9.38,4.14,4.06,4.90,-1.60,223.90,28.622189,77.092631,9,FIX 3D
29,0.00,1013.25,14.80,9.45,4.14,4.05,5.50,-3.80,239.10,28.622208,77.092583,11,FIX 3D
29,0.00,1013.25,14.80,9.45,4.14,4.05,5.50,-3.80,239.10,28.622208,77.092583,11,FIX 3D
30,0.00,1013.25,15.30,9.37,4.14,4.06,7.70,-6.50,254.20,28.622108,77.092495,11,FIX 3D
30,0.00,1013.25,15.30,9.37,4.14,4.06,7.70,-6.50,254.20,28.622108,77.092495,11,FIX 3D
31,0.00,1013.25,15.00,9.37,4.14,4.06,9.80,-8.00,269.50,28.622149,77.092519,11,FIX 3D
31,0.00,1013.25,15.00,9.37,4.14,4.06,9.80,-8.00,269.50,28.622149,77.092519,11,FIX 3D
32,0.00,1013.25,15.10,10.46,4.14,4.06,10.70,-7.30,284.60,28.622229,77.092426,9,FIX 3D
32,0.00,1013.25,15.10,10.46,4.14,4.06,10.70,-7.30,284.60,28.622229,77.092426,9,FIX 3D
33,0.00,1013.25,14.80,9.26,4.14,4.06,5.20,-8.20,299.80,28.622277,77.092469,10,FIX 3D
33,0.00,1013.25,14.80,9.26,4.14,4.06,5.20,-8.20,299.80,28.622277,77.092469,10,FIX 3D
34,0.00,1013.25,15.10,9.16,4.14,4.06,5.00,-7.40,314.80,28.622329,77.092460,11,FIX 3D
34,0.00,1013.25,15.10,9.16,4.14,4.06,5.00,-7.40,314.80,28.622329,77.092460,11,FIX 3D
35,0.00,1013.25,14.90,9.51,4.14,4.06,0.50,-5.60,330.10,28.622312,77.092555,10,FIX 3D
35,0.00,1013.25,14.90,9.51,4.14,4.06,0.50,-5.60,330.10,28.622312,77.092555,10,FIX 3D
36,0.00,1013.25,15.00,9.37,4.15,4.06,-4.60,-2.70,345.20,28.622255,77.092495,12,FIX 3D
36,0.00,1013.25,15.00,9.37,4.15,4.06,-4.60,-2.70,345.20,28.622255,77.092495,12,FIX 3D
37,0.00,1013.25,15.00,9.38,4.15,4.07,-7.50,-1.60,0.50,28.622194,77.092579,8,FIX 3D
37,0.00,1013.25,15.00,9.38,4.15,4.07,-7.50,-1.60,0.50,28.622194,77.092579,8,FIX 3D
38,0.00,1013.25,14.80,9.96,4.15,4.07,-9.10,0.70,15.60,28.622262,77.092482,8,FIX 3D
38,0.00,1013.25,14.80,9.96,4.15,4.07,-9.10,0.70,15.60,28.622262,77.092482,8,FIX 3D
39,0.00,1013.25,14.90,8.90,4.15,4.07,-9.70,4.60,30.80,28.622230,77.092497,11,FIX 3D
39,0.00,1013.25,14.90,8.90,4.15,4.07,-9.70,4.60,30.80,28.622230,77.092497,11,FIX 3D
40,0.00,1013.25,15.10,9.05,4.16,4.07,-9.50,6.00,46.00,28.622321,77.092397,10,FIX 3D
40,0.00,1013.25,15.10,9.05,4.16,4.07,-9.50,6.00,46.00,28.622321,77.092397,10,FIX 3D
41,0.00,1013.25,15.30,8.98,4.16,4.08,-7.00,6.30,61.20,28.622314,77.092380,11,FIX 3D
41,0.00,1013.25,15.30,8.98,4.16,4.08,-7.00,6.30,61.20,28.622314,77.092380,11,FIX 3D
42,0.00,1013.25,14.80,8.41,4.16,4.08,-2.50,7.00,76.50,28.622294,77.092478,8,FIX 3D
42,0.00,1013.25,14.80,8.41,4.16,4.08,-2.50,7.00,76.50,28.622294,77.092478,8,FIX 3D
43,0.00,1013.25,15.10,10.11,4.17,4.08,2.20,7.10,91.60,28.622301,77.092456,11,FIX 3D
43,0.00,1013.25,15.10,10.11,4.17,4.08,2.20,7.10,91.60,28.622301,77.092456,11,FIX 3D
44,0.00,1013.25,15.00,10.07,4.17,4.09,6.40,8.10,106.70,28.622237,77.092397,11,FIX 3D
44,0.00,1013.25,15.00,10.07,4.17,4.09,6.40,8.10,106.70,28.622237,77.092397,11,FIX 3D
45,0.00,1013.25,15.20,10.13,4.17,4.09,9.10,6.10,121.90,28.622196,77.092426,8,FIX 3D
45,0.00,1013.25,15.20,10.13,4.17,4.09,9.10,6.10,121.90,28.622196,77.092426,8,FIX 3D
46,0.00,1013.25,15.20,9.33,4.18,4.09,9.50,4.60,137.00,28.622284,77.092461,9,FIX 3D
46,0.00,1013.25,15.20,9.33,4.18,4.09,9.50,4.60,137.00,28.622284,77.092461,9,FIX 3D
47,0.00,1013.25,15.10,0.00,4.18,4.10,8.60,1.20,152.20,28.622372,77.092476,12,FIX 3D
47,0.00,1013.25,15.10,0.00,4.18,4.10,8.60,1.20,152.20,28.622372,77.092476,12,FIX 3D
48,0.00,1013.25,14.90,0.00,4.18,4.10,8.60,-1.30,167.40,28.622438,77.092513,10,FIX 3D
48,0.00,1013.25,14.90,0.00,4.18,4.10,8.60,-1.30,167.40,28.622438,77.092513,10,FIX 3D
49,0.00,1013.25,15.10,0.00,4.19,4.10,7.00,-3.60,182.50,28.622397,77.092498,11,FIX 3D
49,0.00,1013.25,15.10,0.00,4.19,4.10,7.00,-3.60,182.50,28.622397,77.092498,11,FIX 3D
50,0.00,1013.25,14.90,0.00,4.19,4.10,0.20,-4.50,197.60,28.622481,77.092566,10,FIX 3D
50,0.00,1013.25,14.90,0.00,4.19,4.10,0.20,-4.50,197.60,28.622481,77.092566,10,FIX 3D
51,0.00,1013.25,14.70,0.00,4.19,4.11,-1.30,-5.70,212.70,28.622408,77.092658,9,FIX 3D
51,0.00,1013.25,14.70,0.00,4.19,4.11,-1.30,-5.70,212.70,28.622408,77.092658,9,FIX 3D
52,0.00,1013.25,15.20,0.00,4.19,4.11,-6.90,-8.50,227.70,28.622358,77.092731,12,FIX 3D
52,0.00,1013.25,15.20,0.00,4.19,4.11,-6.90,-8.50,227.70,28.622358,77.092731,12,FIX 3D
53,0.00,1013.25,15.10,0.00,4.19,4.11,-8.40,-7.80,242.80,28.622279,77.092758,8,FIX 3D
53,0.00,1013.25,15.10,0.00,4.19,4.11,-8.40,-7.80,242.80,28.622279,77.092758,8,FIX 3D
54,0.00,1013.25,14.70,0.00,4.19,4.11,-8.00,-8.00,258.00,28.622204,77.092728,10,FIX 3D
54,0.00,1013.25,14.70,0.00,4.19,4.11,-8.00,-8.00,258.00,28.622204,77.092728,10,FIX 3D
55,0.00,1013.25,14.80,0.00,4.19,4.11,-8.40,-6.10,273.10,28.622169,77.092794,11,FIX 3D
55,0.00,1013.25,14.80,0.00,4.19,4.11,-8.40,-6.10,273.10,28.622169,77.092794,11,FIX 3D
56,0.00,1013.25,15.10,0.00,4.19,4.11,-9.00,-3.90,288.30,28.622154,77.092851,10,FIX 3D
56,0.00,1013.25,15.10,0.00,4.19,4.11,-9.00,-3.90,288.30,28.622154,77.092851,10,FIX 3D
57,0.00,1013.25,15.10,0.00,4.19,4.11,-3.70,-3.60,303.50,28.622171,77.092839,12,FIX 3D
57,0.00,1013.25,15.10,0.00,4.19,4.11,-3.70,-3.60,303.50,28.622171,77.092839,12,FIX 3D
58,0.00,1013.25,15.00,0.00,4.19,4.11,-2.30,-0.10,318.70,28.622201,77.092807,9,FIX 3D
58,0.00,1013.25,15.00,0.00,4.19,4.11,-2.30,-0.10,318.70,28.622201,77.092807,9,FIX 3D
59,0.00,1013.25,14.70,0.00,4.19,4.11,3.50,1.30,333.90,28.622123,77.092819,12,FIX 3D
59,0.00,1013.25,14.70,0.00,4.19,4.11,3.50,1.30,333.90,28.622123,77.092819,12,FIX 3D
60,0.00,1013.25,15.30,0.00,4.19,4.11,5.00,3.70,349.10,28.622206,77.092792,8,FIX 3D
60,0.00,1013.25,15.30,0.00,4.19,4.11,5.00,3.70,349.10,28.622206,77.092792,8,FIX 3D
61,0.00,1013.25,14.90,0.00,4.19,4.11,10.30,6.80,4.20,28.622245,77.092775,8,FIX 3D
61,0.00,1013.25,14.90,0.00,4.19,4.11,10.30,6.80,4.20,28.622245,77.092775,8,FIX 3D
62,0.00,1013.25,15.00,0.00,4.19,4.10,10.50,6.80,19.20,28.622149,77.092718,9,FIX 3D
62,0.00,1013.25,15.00,0.00,4.19,4.10,10.50,6.80,19.20,28.622149,77.092718,9,FIX 3D
63,0.00,1013.25,14.80,0.00,4.18,4.10,10.10,7.00,34.40,28.622216,77.092640,8,FIX 3D
63,0.00,1013.25,14.80,0.00,4.18,4.10,10.10,7.00,34.40,28.622216,77.092640,8,FIX 3D
64,0.00,1013.25,14.80,0.00,4.18,4.10,8.90,7.60,49.60,28.622226,77.092683,9,FIX 3D
64,0.00,1013.25,14.80,0.00,4.18,4.10,8.90,7.60,49.60,28.622226,77.092683,9,FIX 3D
65,0.00,1013.25,15.30,0.00,4.18,4.10,4.90,6.10,64.80,28.622287,77.092781,10,FIX 3D
65,0.00,1013.25,15.30,0.00,4.18,4.10,4.90,6.10,64.80,28.622287,77.092781,10,FIX 3D
66,0.00,1013.25,15.20,0.00,4.18,4.09,-1.50,4.60,80.00,28.622301,77.092780,10,FIX 3D
66,0.00,1013.25,15.20,0.00,4.18,4.09,-1.50,4.60,80.00,28.622301,77.092780,10,FIX 3D
67,0.00,1013.25,14.90,0.00,4.17,4.09,-5.00,4.30,95.10,28.622400,77.092817,11,FIX 3D
67,0.00,1013.25,14.90,0.00,4.17,4.09,-5.00,4.30,95.10,28.622400,77.092817,11,FIX 3D
68,0.00,1013.25,15.10,0.00,4.17,4.08,-7.90,1.70,110.20,28.622493,77.092759,10,FIX 3D
68,0.00,1013.25,15.10,0.00,4.17,4.08,-7.90,1.70,110.20,28.622493,77.092759,10,FIX 3D
69,0.00,1013.25,15.00,0.00,4.16,4.08,-9.50,-0.60,125.40,28.622525,77.092754,9,FIX 3D
69,0.00,1013.25,15.00,0.00,4.16,4.08,-9.50,-0.60,125.40,28.622525,77.092754,9,FIX 3D
70,0.00,1013.25,14.70,0.00,4.16,4.08,-9.90,-3.30,140.60,28.622550,77.092759,8,FIX 3D
70,0.00,1013.25,14.70,0.00,4.16,4.08,-9.90,-3.30,140.60,28.622550,77.092759,8,FIX 3D
71,0.00,1013.25,15.20,0.00,4.15,4.07,-7.60,-5.70,155.70,28.622506,77.092817,12,FIX 3D
71,0.00,1013.25,15.20,0.00,4.15,4.07,-7.60,-5.70,155.70,28.622506,77.092817,12,FIX 3D
72,0.00,1013.25,15.00,0.00,4.15,4.07,-4.80,-6.30,170.90,28.622488,77.092900,12,FIX 3D
72,0.00,1013.25,15.00,0.00,4.15,4.07,-4.80,-6.30,170.90,28.622488,77.092900,12,FIX 3D
73,0.00,1013.25,14.90,0.00,4.14,4.06,-0.70,-7.40,186.20,28.622411,77.092812,8,FIX 3D
73,0.00,1013.25,14.90,0.00,4.14,4.06,-0.70,-7.40,186.20,28.622411,77.092812,8,FIX 3D
74,0.00,1013.25,15.00,0.00,4.14,4.06,1.40,-7.40,201.40,28.622342,77.092873,10,FIX 3D
74,0.00,1013.25,15.00,0.00,4.14,4.06,1.40,-7.40,201.40,28.622342,77.092873,10,FIX 3D
75,0.00,1013.25,15.20,0.00,4.13,4.05,5.10,-7.40,216.60,28.622430,77.092851,12,FIX 3D
75,0.00,1013.25,15.20,0.00,4.13,4.05,5.10,-7.40,216.60,28.622430,77.092851,12,FIX 3D
76,0.00,1013.25,14.90,0.00,4.13,4.05,9.00,-6.50,231.70,28.622373,77.092828,10,FIX 3D
76,0.00,1013.25,14.90,0.00,4.13,4.05,9.00,-6.50,231.70,28.622373,77.092828,10,FIX 3D
77,0.00,1013.25,14.90,0.00,4.13,4.04,10.20,-3.60,246.90,28.622324,77.092833,10,FIX 3D
77,0.00,1013.25,14.90,0.00,4.13,4.04,10.20,-3.60,246.90,28.622324,77.092833,10,FIX 3D
78,0.00,1013.25,15.10,0.00,4.12,4.04,10.00,-2.40,262.10,28.622404,77.092838,10,FIX 3D
78,0.00,1013.25,15.10,0.00,4.12,4.04,10.00,-2.40,262.10,28.622404,77.092838,10,FIX 3D
79,0.00,1013.25,15.20,0.00,4.12,4.03,9.50,-0.10,277.30,28.622393,77.092836,8,FIX 3D
79,0.00,1013.25,15.20,0.00,4.12,4.03,9.50,-0.10,277.30,28.622393,77.092836,8,FIX 3D
80,0.00,1013.25,14.80,0.00,4.11,4.03,5.70,2.70,292.50,28.622382,77.092897,10,FIX 3D
80,0.00,1013.25,14.80,0.00,4.11,4.03,5.70,2.70,292.50,28.622382,77.092897,10,FIX 3D
81,0.00,1013.25,15.10,0.00,4.11,4.03,0.60,4.20,307.60,28.622447,77.092839,10,FIX 3D
81,0.00,1013.25,15.10,0.00,4.11,4.03,0.60,4.20,307.60,28.622447,77.092839,10,FIX 3D
82,0.00,1013.25,14.70,0.00,4.10,4.02,-0.80,6.00,322.80,28.622430,77.092769,12,FIX 3D
82,0.00,1013.25,14.70,0.00,4.10,4.02,-0.80,6.00,322.80,28.622430,77.092769,12,FIX 3D
83,0.00,1013.25,15.00,0.00,4.10,4.02,-4.20,8.30,338.00,28.622363,77.092757,10,FIX 3D
83,0.00,1013.25,15.00,0.00,4.10,4.02,-4.20,8.30,338.00,28.622363,77.092757,10,FIX 3D
84,0.00,1013.25,15.10,0.00,4.10,4.02,-10.00,9.00,353.20,28.622319,77.092758,11,FIX 3D
84,0.00,1013.25,15.10,0.00,4.10,4.02,-10.00,9.00,353.20,28.622319,77.092758,11,FIX 3D
85,0.00,1013.25,15.20,0.00,4.10,4.01,-11.60,7.60,8.40,28.622365,77.092721,8,FIX 3D
85,0.00,1013.25,15.20,0.00,4.10,4.01,-11.60,7.60,8.40,28.622365,77.092721,8,FIX 3D
86,0.00,1013.25,15.10,0.00,4.09,4.01,-11.40,7.40,23.60,28.622439,77.092632,10,FIX 3D
86,0.00,1013.25,15.10,0.00,4.09,4.01,-11.40,7.40,23.60,28.622439,77.092632,10,FIX 3D
87,0.00,1013.25,15.20,0.00,4.09,4.01,-7.70,5.80,38.70,28.622492,77.092604,10,FIX 3D
87,0.00,1013.25,15.20,0.00,4.09,4.01,-7.70,5.80,38.70,28.622492,77.092604,10,FIX 3D
88,0.00,1013.25,14.90,0.00,4.09,4.01,-5.60,3.40,53.90,28.622563,77.092690,10,FIX 3D
88,0.00,1013.25,14.90,0.00,4.09,4.01,-5.60,3.40,53.90,28.622563,77.092690,10,FIX 3D
89,0.00,1013.25,15.10,0.00,4.09,4.01,-2.60,-0.20,69.10,28.622641,77.092737,11,FIX 3D
89,0.00,1013.25,15.10,0.00,4.09,4.01,-2.60,-0.20,69.10,28.622641,77.092737,11,FIX 3D
90,0.00,1013.25,15.10,0.00,4.09,4.01,2.50,-2.10,84.30,28.622706,77.092726,12,FIX 3D
90,0.00,1013.25,15.10,0.00,4.09,4.01,2.50,-2.10,84.30,28.622706,77.092726,12,FIX 3D
91,0.00,1013.25,14.90,0.00,4.09,4.01,6.80,-4.20,99.50,28.622777,77.092753,8,FIX 3D
91,0.00,1013.25,14.90,0.00,4.09,4.01,6.80,-4.20,99.50,28.622777,77.092753,8,FIX 3D
92,0.00,1013.25,14.80,0.00,4.09,4.01,9.20,-5.60,114.50,28.622709,77.092801,9,FIX 3D
92,0.00,1013.25,14.80,0.00,4.09,4.01,9.20,-5.60,114.50,28.622709,77.092801,9,FIX 3D
93,0.00,1013.25,15.10,0.00,4.09,4.01,11.90,-6.50,129.50,28.622786,77.092821,8,FIX 3D
93,0.00,1013.25,15.10,0.00,4.09,4.01,11.90,-6.50,129.50,28.622786,77.092821,8,FIX 3D
94,0.00,1013.25,14.90,0.00,4.09,4.01,8.10,-7.70,144.60,28.622781,77.092760,8,FIX 3D
94,0.00,1013.25,14.90,0.00,4.09,4.01,8.10,-7.70,144.60,28.622781,77.092760,8,FIX 3D
95,0.00,1013.25,15.10,0.00,4.09,4.01,7.40,-8.80,159.80,28.622772,77.092828,8,FIX 3D
95,0.00,1013.25,15.10,0.00,4.09,4.01,7.40,-8.80,159.80,28.622772,77.092828,8,FIX 3D
96,0.00,1013.25,14.80,0.00,4.09,4.01,5.50,-7.10,175.00,28.622746,77.092802,8,FIX 3D
96,0.00,1013.25,14.80,0.00,4.09,4.01,5.50,-7.10,175.00,28.622746,77.092802,8,FIX 3D
97,0.00,1013.25,14.80,0.00,4.09,4.01,-1.50,-6.00,190.20,28.622826,77.092782,9,FIX 3D
97,0.00,1013.25,14.80,0.00,4.09,4.01,-1.50,-6.00,190.20,28.622826,77.092782,9,FIX 3D
98,0.00,1013.25,14.70,0.00,4.10,4.01,-3.90,-4.50,205.40,28.622812,77.092759,10,FIX 3D
98,0.00,1013.25,14.70,0.00,4.10,4.01,-3.90,-4.50,205.40,28.622812,77.092759,10,FIX 3D
99,0.00,1013.25,14.70,0.00,4.10,4.02,-7.20,-0.30,220.60,28.622735,77.092800,12,FIX 3D
99,0.00,1013.25,14.70,0.00,4.10,4.02,-7.20,-0.30,220.60,28.622735,77.092800,12,FIX 3D
100,0.00,1013.25,14.70,0.00,4.10,4.02,-7.90,1.80,235.70,28.622687,77.092854,10,FIX 3D
100,0.00,1013.25,14.70,0.00,4.10,4.02,-7.90,1.80,235.70,28.622687,77.092854,10,FIX 3D
101,0.00,1013.25,15.20,0.00,4.10,4.02,-11.00,4.00,250.90,28.622655,77.092857,12,FIX 3D
101,0.00,1013.25,15.20,0.00,4.10,4.02,-11.00,4.00,250.90,28.622655,77.092857,12,FIX 3D
102,0.00,1013.25,14.90,0.00,4.11,4.03,-10.60,6.30,265.90,28.622601,77.092953,10,FIX 3D
102,0.00,1013.25,14.90,0.00,4.11,4.03,-10.60,6.30,265.90,28.622601,77.092953,10,FIX 3D
103,0.00,1013.25,14.90,0.00,4.11,4.03,-8.30,7.00,281.00,28.622693,77.092889,9,FIX 3D
103,0.00,1013.25,14.90,0.00,4.11,4.03,-8.30,7.00,281.00,28.622693,77.092889,9,FIX 3D
104,0.00,1013.25,15.30,0.00,4.11,4.03,-3.20,7.00,296.00,28.622675,77.092869,12,FIX 3D
104,0.00,1013.25,15.30,0.00,4.11,4.03,-3.20,7.00,296.00,28.622675,77.092869,12,FIX 3D
105,0.00,1013.25,15.20,0.00,4.12,4.03,0.90,7.40,311.10,28.622737,77.092863,9,FIX 3D
105,0.00,1013.25,15.20,0.00,4.12,4.03,0.90,7.40,311.10,28.622737,77.092863,9,FIX 3D
106,0.00,1013.25,15.10,0.00,4.12,4.04,4.30,8.10,326.20,28.622783,77.092874,8,FIX 3D
106,0.00,1013.25,15.10,0.00,4.12,4.04,4.30,8.10,326.20,28.622783,77.092874,8,FIX 3D
107,0.00,1013.25,15.10,0.00,4.12,4.04,8.00,5.70,341.40,28.622831,77.092918,8,FIX 3D
107,0.00,1013.25,15.10,0.00,4.12,4.04,8.00,5.70,341.40,28.622831,77.092918,8,FIX 3D
108,0.00,1013.25,15.30,0.00,4.13,4.04,9.20,4.40,356.40,28.622796,77.092842,12,FIX 3D
108,0.00,1013.25,15.30,0.00,4.13,4.04,9.20,4.40,356.40,28.622796,77.092842,12,FIX 3D
109,0.00,1013.25,15.20,0.00,4.13,4.05,9.40,2.20,11.60,28.622865,77.092917,11,FIX 3D
109,0.00,1013.25,15.20,0.00,4.13,4.05,9.40,2.20,11.60,28.622865,77.092917,11,FIX 3D
110,0.00,1013.25,14.90,0.00,4.13,4.05,10.30,-1.00,26.80,28.622882,77.092947,10,FIX 3D
110,0.00,1013.25,14.90,0.00,4.13,4.05,10.30,-1.00,26.80,28.622882,77.092947,10,FIX 3D
111,0.00,1013.25,14.80,0.00,4.13,4.05,6.50,-2.70,42.00,28.622816,77.092910,11,FIX 3D
111,0.00,1013.25,14.80,0.00,4.13,4.05,6.50,-2.70,42.00,28.622816,77.092910,11,FIX 3D
112,0.00,1013.25,14.70,0.00,4.14,4.05,1.20,-4.20,57.00,28.622739,77.092864,11,FIX 3D
112,0.00,1013.25,14.70,0.00,4.14,4.05,1.20,-4.20,57.00,28.622739,77.092864,11,FIX 3D
113,0.00,1013.25,15.10,0.00,4.14,4.06,-0.90,-6.70,72.00,28.622660,77.092769,9,FIX 3D
113,0.00,1013.25,15.10,0.00,4.14,4.06,-0.90,-6.70,72.00,28.622660,77.092769,9,FIX 3D
114,0.00,1013.25,15.00,0.00,4.14,4.06,-5.00,-6.70,87.20,28.622566,77.092858,9,FIX 3D
114,0.00,1013.25,15.00,0.00,4.14,4.06,-5.00,-6.70,87.20,28.622566,77.092858,9,FIX 3D
115,0.00,1013.25,14.90,0.00,4.14,4.06,-6.80,-7.30,102.40,28.622558,77.092948,11,FIX 3D
115,0.00,1013.25,14.90,0.00,4.14,4.06,-6.80,-7.30,102.40,28.622558,77.092948,11,FIX 3D
116,0.00,1013.25,15.00,0.00,4.14,4.06,-11.80,-8.70,117.50,28.622584,77.092960,9,FIX 3D
116,0.00,1013.25,15.00,0.00,4.14,4.06,-11.80,-8.70,117.50,28.622584,77.092960,9,FIX 3D
117,0.00,1013.25,14.80,0.00,4.14,4.06,-9.10,-6.10,132.60,28.622532,77.093048,9,FIX 3D
117,0.00,1013.25,14.80,0.00,4.14,4.06,-9.10,-6.10,132.60,28.622532,77.093048,9,FIX 3D
118,0.00,1013.25,14.80,0.00,4.14,4.06,-8.90,-4.60,147.80,28.622557,77.093036,12,FIX 3D
